service,type,genre,score,popularity
netflix,Movie,Music,7.0,21.566
netflix,Movie,Drama,7.0,21.566
netflix,Movie,Comedy,5.5,2.2159999999999997
netflix,Movie,Comedy,6.35,1.607
hbo,Movie,Drama,5.75,1.646
netflix,Movie,Action,7.300000000000001,19.452
netflix,Movie,Crime,7.300000000000001,19.452
netflix,Movie,Drama,7.300000000000001,19.452
netflix,Movie,Mystery,7.300000000000001,19.452
amazon,Movie,War,6.75,8.888
amazon,Movie,History,6.75,8.888
netflix,Movie,Documentary,7.4,7.575
disney,Movie,Animation,6.95,71.42699999999999
disney,Movie,Family,6.95,71.42699999999999
disney,Movie,Adventure,6.95,71.42699999999999
disney,Movie,Comedy,6.95,71.42699999999999
disney,Movie,Animation,6.8,20.418
disney,Movie,Comedy,6.8,20.418
disney,Movie,Family,6.8,20.418
netflix,Movie,Comedy,6.4,0.912
netflix,Movie,Family,6.300000000000001,2.804
netflix,Movie,Comedy,6.300000000000001,2.804
netflix,Movie,Comedy,7.75,19.625
amazon,Movie,Western,2.9,1.341
amazon,Movie,Comedy,6.65,8.293
amazon,Movie,Romance,6.65,8.293
netflix,Movie,Thriller,5.4,3.727
netflix,Movie,Romance,5.4,3.727
netflix,Movie,Drama,7.9,11.44
netflix,Movie,Romance,7.9,11.44
amazon,Movie,Documentary,7.05,2.95
netflix,Movie,Action,4.15,4.923
netflix,Movie,Drama,5.0,151.852
netflix,Movie,Romance,5.0,151.852
netflix,Movie,Thriller,5.0,151.852
netflix,Movie,Animation,6.55,1.415
hbo,Movie,Drama,8.600000000000001,57.013000000000005
amazon,Movie,Action,5.6,2.523
amazon,Movie,Western,5.6,2.523
amazon,Movie,Romance,5.6,2.523
amazon,Movie,Comedy,5.65,11.572000000000001
amazon,Movie,Music,5.65,11.572000000000001
amazon,Movie,Romance,5.65,11.572000000000001
amazon,Movie,Drama,7.05,2.347
netflix,Movie,Documentary,8.100000000000001,1.4
hbo,Movie,Drama,6.15,4.178999999999999
hbo,Movie,Music,6.15,4.178999999999999
netflix,Movie,Documentary,6.25,3.471
amazon,Movie,Thriller,4.95,1.993
amazon,Movie,Drama,4.95,1.993
hbo,Movie,Horror,6.6,67.95
netflix,Movie,Horror,6.6,67.95
hbo,Movie,Horror,6.2,64.139
hbo,Movie,Mystery,6.2,64.139
netflix,Movie,Horror,6.2,64.139
netflix,Movie,Mystery,6.2,64.139
hbo,Movie,Horror,5.949999999999999,73.274
hbo,Movie,Mystery,5.949999999999999,73.274
netflix,Movie,Horror,5.949999999999999,73.274
netflix,Movie,Mystery,5.949999999999999,73.274
amazon,Movie,Action,4.6,2.2880000000000003
amazon,Movie,Action,5.9,18.509
amazon,Movie,Drama,3.3,1.226
amazon,Movie,Romance,3.3,1.226
netflix,Movie,Comedy,5.95,4.473
netflix,Movie,Romance,5.95,4.473
amazon,Movie,Drama,5.800000000000001,8.191
amazon,Movie,History,5.800000000000001,8.191
amazon,Movie,Documentary,3.55,0.9620000000000001
disney,Movie,Adventure,7.199999999999999,56.559
disney,Movie,Animation,7.199999999999999,56.559
disney,Movie,Comedy,7.199999999999999,56.559
disney,Movie,Family,7.199999999999999,56.559
amazon,Movie,Drama,5.6,71.74
amazon,Movie,Documentary,3.8,0.6
disney,Movie,Animation,7.949999999999999,100.781
disney,Movie,Family,7.949999999999999,100.781
hulu,Movie,Comedy,6.9,9.465
hulu,Movie,Drama,6.9,9.465
hulu,Movie,Romance,6.9,9.465
hulu,Movie,Music,6.9,9.465
hbo,Movie,Documentary,6.65,2.447
hulu,Movie,Documentary,7.2,0.892
amazon,Movie,Mystery,6.0,3.395
amazon,Movie,Drama,6.0,3.395
amazon,Movie,Science Fiction,6.55,18.026
amazon,Movie,Drama,6.55,18.026
amazon,Movie,Mystery,6.55,18.026
netflix,Movie,Documentary,6.7,8.513
netflix,Movie,Documentary,7.1,3.737
netflix,Movie,Drama,5.55,3.0210000000000004
amazon,Movie,Drama,7.35,2.202
amazon,Movie,Thriller,7.35,2.202
netflix,Movie,Family,7.199999999999999,1.3630000000000002
hulu,Movie,Documentary,7.35,2.986
hulu,Movie,Action,5.25,11.488
hulu,Movie,Adventure,5.25,11.488
hulu,Movie,Comedy,5.25,11.488
hbo,Movie,Action,5.8,12.042
hbo,Movie,Crime,5.8,12.042
hbo,Movie,Thriller,5.8,12.042
netflix,Movie,Animation,6.0,64.79899999999999
netflix,Movie,Drama,6.0,64.79899999999999
netflix,Movie,Fantasy,6.0,64.79899999999999
hbo,Movie,Documentary,6.65,3.245
disney,Movie,Comedy,5.5,8.899
disney,Movie,Family,5.5,8.899
netflix,Movie,Action,5.35,21.228
netflix,Movie,Thriller,5.35,21.228
netflix,Movie,Crime,5.35,21.228
netflix,Movie,Romance,5.25,1.4
netflix,Movie,Comedy,5.25,1.4
hulu,Movie,Action,6.0,13.12
hulu,Movie,Adventure,6.0,13.12
hulu,Movie,Drama,6.0,13.12
hulu,Movie,Romance,6.0,13.12
amazon,Movie,Drama,6.15,3.615
amazon,Movie,Romance,6.15,3.615
netflix,Movie,Romance,5.95,1.89
netflix,Movie,Drama,5.95,1.89
amazon,Movie,Drama,5.55,1.807
amazon,Movie,Romance,5.55,1.807
amazon,Movie,Comedy,5.55,1.807
hbo,Movie,Drama,5.25,4.6339999999999995
hbo,Movie,Horror,5.25,4.6339999999999995
hbo,Movie,Science Fiction,5.25,4.6339999999999995
netflix,Movie,Drama,6.5,10.883
amazon,Movie,Action,4.5,4.935
amazon,Movie,Thriller,4.5,4.935
netflix,Movie,War,7.300000000000001,12.797
netflix,Movie,Drama,7.300000000000001,12.797
netflix,Movie,History,7.300000000000001,12.797
amazon,Movie,Drama,4.199999999999999,6.046
amazon,Movie,Crime,4.199999999999999,6.046
netflix,Movie,Horror,5.05,7.71
netflix,Movie,Comedy,6.85,7.775
netflix,Movie,Drama,6.85,7.775
netflix,Movie,Animation,6.65,4.127
netflix,Movie,Adventure,6.65,4.127
netflix,Movie,Family,6.65,4.127
amazon,Movie,Drama,7.35,22.848000000000003
amazon,Movie,Action,7.35,22.848000000000003
amazon,Movie,Thriller,7.35,22.848000000000003
amazon,Movie,Action,6.15,4.207
hbo,Movie,Documentary,7.95,0.6
hbo,Movie,History,7.95,0.6
netflix,Movie,Romance,5.6,5.143
netflix,Movie,Drama,5.6,5.143
netflix,Movie,Documentary,6.0,1.3530000000000002
netflix,Movie,Action,7.05,6.149
netflix,Movie,Romance,7.75,77.92399999999999
netflix,Movie,Drama,7.75,77.92399999999999
amazon,Movie,Action,6.15,3.426
amazon,Movie,Crime,6.15,3.426
amazon,Movie,Drama,6.15,3.426
amazon,Movie,Thriller,6.15,3.426
amazon,Movie,Western,6.15,3.426
amazon,Movie,Drama,6.0,0.6970000000000001
amazon,Movie,Animation,7.2,7.071000000000001
netflix,Movie,Drama,6.15,4.382
netflix,Movie,Romance,6.15,4.382
hulu,Movie,Horror,6.0,0.6
amazon,Movie,Drama,6.75,9.769
netflix,Movie,Drama,6.75,9.769
amazon,Movie,Thriller,2.85,0.6
hulu,Movie,Drama,6.55,14.735999999999999
hulu,Movie,Science Fiction,6.55,14.735999999999999
hulu,Movie,Horror,6.55,14.735999999999999
netflix,Movie,Animation,6.699999999999999,51.668
netflix,Movie,Romance,6.699999999999999,51.668
netflix,Movie,Drama,6.699999999999999,51.668
amazon,Movie,Comedy,6.35,10.156
amazon,Movie,Drama,6.35,10.156
hbo,Movie,Comedy,6.35,10.156
hbo,Movie,Drama,6.35,10.156
amazon,Movie,Music,7.95,3.923
amazon,Movie,Documentary,7.95,3.923
hulu,Movie,Horror,6.6,9.222999999999999
hulu,Movie,Mystery,6.6,9.222999999999999
hulu,Movie,Thriller,6.6,9.222999999999999
amazon,Movie,Drama,6.5,1.801
amazon,Movie,TV Movie,6.5,1.801
amazon,Movie,Drama,6.15,7.272
amazon,Movie,Mystery,6.15,7.272
amazon,Movie,Romance,6.15,7.272
disney,Movie,Family,6.5,12.67
disney,Movie,Drama,6.5,12.67
hbo,Movie,Family,6.5,12.67
hbo,Movie,Drama,6.5,12.67
hulu,Movie,Drama,7.05,31.399
hbo,Movie,TV Movie,7.199999999999999,6.787000000000001
hbo,Movie,Romance,7.199999999999999,6.787000000000001
amazon,Movie,Horror,4.9,11.685
amazon,Movie,Science Fiction,4.9,11.685
amazon,Movie,Action,5.550000000000001,1.7830000000000001
amazon,Movie,Adventure,5.550000000000001,1.7830000000000001
amazon,Movie,Romance,5.550000000000001,1.7830000000000001
disney,Movie,Family,6.9,21.017
disney,Movie,Science Fiction,6.9,21.017
disney,Movie,Adventure,6.9,21.017
netflix,Movie,Drama,5.25,3.508
netflix,Movie,Comedy,5.25,3.508
hbo,Movie,Romance,7.800000000000001,41.12
hbo,Movie,Drama,7.800000000000001,41.12
netflix,Movie,Romance,7.800000000000001,41.12
netflix,Movie,Drama,7.800000000000001,41.12
hbo,Movie,Comedy,6.5,6.896
disney,Movie,Animation,7.4,7.024
disney,Movie,Drama,7.4,7.024
disney,Movie,Family,7.4,7.024
amazon,Movie,Drama,6.8,1.692
hulu,Movie,Comedy,6.75,16.803
hulu,Movie,Drama,6.75,16.803
hulu,Movie,Drama,6.25,16.771
hulu,Movie,Comedy,6.25,16.771
netflix,Movie,Comedy,6.35,1.244
netflix,Movie,Romance,6.35,1.244
disney,Movie,Animation,7.0,7.404
amazon,Movie,Drama,6.05,15.987
amazon,Movie,Mystery,6.05,15.987
amazon,Movie,Thriller,6.05,15.987
disney,Movie,Comedy,5.449999999999999,22.709
disney,Movie,Family,5.449999999999999,22.709
disney,Movie,Science Fiction,5.449999999999999,22.709
hulu,Movie,Documentary,7.3,1.258
hbo,Movie,Adventure,4.7,10.769
hbo,Movie,Animation,4.7,10.769
hbo,Movie,Family,4.7,10.769
amazon,Movie,Comedy,6.7,9.9
amazon,Movie,War,6.7,9.9
netflix,Movie,Action,6.2,3.846
amazon,Movie,War,6.449999999999999,5.582000000000001
amazon,Movie,Action,6.449999999999999,5.582000000000001
amazon,Movie,Drama,6.449999999999999,5.582000000000001
amazon,Movie,History,6.449999999999999,5.582000000000001
disney,Movie,Music,8.649999999999999,16.288
disney,Movie,Documentary,8.649999999999999,16.288
disney,Movie,Animation,6.5,3.5180000000000002
disney,Movie,Family,6.5,3.5180000000000002
netflix,Movie,Documentary,6.15,1.845
amazon,Movie,Comedy,6.25,15.120999999999999
amazon,Movie,Drama,6.25,15.120999999999999
amazon,Movie,Romance,6.25,15.120999999999999
netflix,Movie,Comedy,6.25,15.120999999999999
netflix,Movie,Drama,6.25,15.120999999999999
netflix,Movie,Romance,6.25,15.120999999999999
hbo,Movie,Comedy,7.3,7.75
hbo,Movie,Music,7.3,7.75
hbo,Movie,Romance,7.3,7.75
hulu,Movie,Drama,6.6,14.642000000000001
hulu,Movie,Romance,6.6,14.642000000000001
hbo,Movie,History,8.05,10.757
hbo,Movie,Documentary,8.05,10.757
amazon,Movie,TV Movie,3.8,1.161
amazon,Movie,Comedy,3.8,1.161
netflix,Movie,Drama,6.449999999999999,5.852
netflix,Movie,Documentary,7.199999999999999,1.364
netflix,Movie,History,6.699999999999999,10.099
netflix,Movie,Drama,6.699999999999999,10.099
amazon,Movie,Drama,6.6,1.6669999999999998
hbo,Movie,Drama,6.55,12.735
hbo,Movie,Romance,6.55,12.735
netflix,Movie,Comedy,5.699999999999999,7.83
amazon,Movie,Drama,5.800000000000001,3.345
amazon,Movie,TV Movie,5.800000000000001,3.345
hbo,Movie,Documentary,7.25,3.335
amazon,Movie,Comedy,5.949999999999999,3.282
amazon,Movie,Drama,6.45,3.864
amazon,Movie,Crime,6.0,2.323
amazon,Movie,Drama,6.0,2.323
amazon,Movie,Romance,6.0,2.323
netflix,Movie,Documentary,6.5,2.062
netflix,Movie,Drama,4.4,1.187
amazon,Movie,Action,5.95,7.6610000000000005
amazon,Movie,Crime,5.95,7.6610000000000005
amazon,Movie,Thriller,5.95,7.6610000000000005
netflix,Movie,Family,5.7,6.236000000000001
amazon,Movie,Drama,4.6,5.607
amazon,Movie,Action,4.6,5.607
amazon,Movie,Thriller,4.6,5.607
amazon,Movie,Crime,4.6,5.607
netflix,Movie,Documentary,7.55,9.515
netflix,Movie,Documentary,6.6,1.4809999999999999
netflix,Movie,Science Fiction,7.449999999999999,12.837
amazon,Movie,Thriller,4.75,4.122
amazon,Movie,Drama,4.75,4.122
amazon,Movie,Mystery,4.75,4.122
amazon,Movie,TV Movie,4.75,4.122
netflix,Movie,Action,6.35,5.532
netflix,Movie,Adventure,6.35,5.532
netflix,Movie,Crime,6.35,5.532
netflix,Movie,Thriller,6.35,5.532
amazon,Movie,Drama,7.05,10.078
hulu,Movie,Drama,7.05,10.078
amazon,Movie,Action,4.800000000000001,15.712
amazon,Movie,Crime,4.800000000000001,15.712
hbo,Movie,Romance,5.4,9.299
hbo,Movie,Comedy,5.4,9.299
hbo,Movie,Drama,8.05,53.465
hbo,Movie,Action,8.05,53.465
hbo,Movie,History,8.05,53.465
hbo,Movie,Action,7.25,11.606
hbo,Movie,Mystery,7.25,11.606
hbo,Movie,Thriller,7.25,11.606
hbo,Movie,War,7.25,11.606
netflix,Movie,Crime,6.55,3.678
netflix,Movie,Thriller,6.55,3.678
netflix,Movie,Documentary,6.699999999999999,2.253
netflix,Movie,Documentary,7.050000000000001,1.157
amazon,Movie,Drama,6.05,4.9110000000000005
amazon,Movie,Romance,6.05,4.9110000000000005
netflix,Movie,Drama,6.05,7.537999999999999
netflix,Movie,Horror,5.65,14.100999999999999
netflix,Movie,Mystery,5.65,14.100999999999999
netflix,Movie,Science Fiction,5.65,14.100999999999999
netflix,Movie,Documentary,7.45,8.567
disney,Movie,Animation,6.25,3.963
disney,Movie,Animation,6.85,4.141
disney,Movie,Animation,7.15,3.484
disney,Movie,Animation,6.35,4.215
disney,Movie,Comedy,6.35,4.215
disney,Movie,Animation,6.6,3.156
disney,Movie,Animation,6.8,3.201
amazon,Movie,Comedy,5.3,0.6709999999999999
amazon,Movie,War,6.45,8.287
amazon,Movie,Drama,6.45,8.287
amazon,Movie,Action,6.35,2.88
amazon,Movie,Western,6.35,2.88
amazon,Movie,Western,6.25,2.6719999999999997
amazon,Movie,Science Fiction,4.8,13.339
amazon,Movie,Action,4.8,13.339
netflix,Movie,Comedy,6.4,1.906
hbo,Movie,Documentary,6.449999999999999,3.26
amazon,Movie,Thriller,4.800000000000001,4.215
amazon,Movie,Drama,5.75,2.7460000000000004
amazon,Movie,Romance,5.75,2.7460000000000004
netflix,Movie,Comedy,5.75,16.299
netflix,Movie,Romance,5.75,16.299
netflix,Movie,Drama,5.75,16.299
amazon,Movie,Family,5.550000000000001,2.912
amazon,Movie,Fantasy,5.550000000000001,2.912
netflix,Movie,Family,7.1,5.442
netflix,Movie,Comedy,7.1,5.442
netflix,Movie,Drama,7.1,5.442
netflix,Movie,Romance,7.1,5.442
amazon,Movie,Comedy,6.949999999999999,21.180999999999997
amazon,Movie,Drama,6.949999999999999,21.180999999999997
amazon,Movie,Romance,6.949999999999999,21.180999999999997
netflix,Movie,Comedy,6.949999999999999,21.180999999999997
netflix,Movie,Drama,6.949999999999999,21.180999999999997
netflix,Movie,Romance,6.949999999999999,21.180999999999997
hbo,Movie,Drama,7.5,6.888
hbo,Movie,Romance,7.5,6.888
netflix,Movie,Thriller,7.25,26.868000000000002
netflix,Movie,Thriller,6.550000000000001,47.419
amazon,Movie,Documentary,6.35,2.38
hulu,Movie,Documentary,6.3,7.894
hulu,Movie,Drama,6.3,7.894
netflix,Movie,Documentary,6.3,7.894
netflix,Movie,Drama,6.3,7.894
netflix,Movie,Documentary,7.449999999999999,4.854
amazon,Movie,Drama,7.25,8.94
netflix,Movie,Comedy,6.7,2.327
netflix,Movie,Comedy,7.949999999999999,10.888
netflix,Movie,Comedy,8.05,17.535
netflix,Movie,Drama,5.800000000000001,15.44
netflix,Movie,Mystery,5.800000000000001,15.44
netflix,Movie,Romance,5.800000000000001,15.44
hulu,Movie,Documentary,6.7,5.166
netflix,Movie,Documentary,7.05,0.805
disney,Movie,Documentary,7.65,3.7030000000000003
amazon,Movie,Horror,5.25,10.998
amazon,Movie,TV Movie,4.5,7.452999999999999
amazon,Movie,Drama,4.5,7.452999999999999
amazon,Movie,Horror,4.5,7.452999999999999
amazon,Movie,Science Fiction,4.5,7.452999999999999
amazon,Movie,Mystery,4.5,7.452999999999999
hulu,Movie,Horror,6.15,6.916
hulu,Movie,Science Fiction,6.15,6.916
netflix,Movie,Comedy,5.95,5.081
disney,Movie,Animation,6.9,40.763000000000005
disney,Movie,Comedy,6.9,40.763000000000005
disney,Movie,Family,6.9,40.763000000000005
hulu,Movie,Drama,5.25,6.55
hbo,Movie,Drama,6.75,11.562000000000001
hbo,Movie,Romance,6.75,11.562000000000001
hbo,Movie,Comedy,6.75,11.562000000000001
hbo,Movie,Thriller,6.800000000000001,13.914000000000001
netflix,Movie,Drama,4.300000000000001,2.74
netflix,Movie,Comedy,4.300000000000001,2.74
amazon,Movie,Comedy,4.25,2.2769999999999997
amazon,Movie,Drama,4.25,2.2769999999999997
netflix,Movie,Comedy,6.9,7.595
netflix,Movie,Drama,6.9,7.595
hbo,Movie,Drama,7.85,15.49
hbo,Movie,Horror,7.85,15.49
netflix,Movie,Documentary,7.3999999999999995,4.441
netflix,Movie,Drama,5.449999999999999,12.985999999999999
netflix,Movie,Fantasy,5.449999999999999,12.985999999999999
netflix,Movie,Thriller,5.449999999999999,12.985999999999999
disney,Movie,Comedy,6.300000000000001,35.59
disney,Movie,Family,6.300000000000001,35.59
disney,Movie,Romance,6.300000000000001,35.59
disney,Movie,Fantasy,6.300000000000001,35.59
netflix,Movie,Music,6.0,4.942
netflix,Movie,Comedy,6.0,4.942
netflix,Movie,Action,5.699999999999999,14.915
netflix,Movie,Comedy,5.699999999999999,14.915
netflix,Movie,Drama,5.699999999999999,14.915
hbo,Movie,Horror,5.85,63.196000000000005
hbo,Movie,Horror,5.1,39.093
hbo,Movie,Thriller,5.1,39.093
hulu,Movie,Drama,7.65,13.443
hulu,Movie,Romance,7.65,13.443
netflix,Movie,Comedy,7.15,10.078
netflix,Movie,Drama,7.15,10.078
netflix,Movie,Family,7.15,10.078
netflix,Movie,Romance,8.1,5.528
netflix,Movie,Family,8.1,5.528
disney,Movie,Documentary,8.05,20.995
disney,Movie,Adventure,8.05,20.995
netflix,Movie,Action,6.800000000000001,25.525
netflix,Movie,Drama,6.800000000000001,25.525
netflix,Movie,History,6.800000000000001,25.525
netflix,Movie,War,6.800000000000001,25.525
hulu,Movie,Family,6.1,36.59
hulu,Movie,Adventure,6.1,36.59
hulu,Movie,Drama,6.1,36.59
netflix,Movie,Family,6.1,36.59
netflix,Movie,Adventure,6.1,36.59
netflix,Movie,Drama,6.1,36.59
hulu,Movie,Family,5.55,25.487
hulu,Movie,Adventure,5.55,25.487
hulu,Movie,Drama,5.55,25.487
hulu,Movie,Family,5.5,26.203000000000003
hulu,Movie,Adventure,5.5,26.203000000000003
hulu,Movie,Family,5.65,14.797
hulu,Movie,Drama,5.65,14.797
hulu,Movie,Adventure,5.65,14.797
netflix,Movie,Documentary,7.45,7.501
hulu,Movie,Documentary,7.35,1.4
netflix,Movie,Crime,7.7,30.581999999999997
netflix,Movie,Drama,7.7,30.581999999999997
netflix,Movie,Action,7.550000000000001,2.489
netflix,Movie,Thriller,7.550000000000001,2.489
netflix,Movie,Drama,5.15,9.664
netflix,Movie,Thriller,5.15,9.664
netflix,Movie,Crime,5.15,9.664
netflix,Movie,Mystery,5.15,9.664
hbo,Movie,Romance,6.949999999999999,46.998999999999995
hbo,Movie,Drama,6.949999999999999,46.998999999999995
hulu,Movie,Mystery,4.9,14.300999999999998
hulu,Movie,Drama,4.9,14.300999999999998
hulu,Movie,Action,4.9,14.300999999999998
hulu,Movie,Crime,4.9,14.300999999999998
netflix,Movie,Comedy,4.449999999999999,2.262
amazon,Movie,Comedy,7.9,1.798
netflix,Movie,Drama,5.0,0.895
netflix,Movie,Comedy,5.0,0.895
hulu,Movie,Comedy,5.25,3.9389999999999996
hulu,Movie,Drama,5.25,3.9389999999999996
hulu,Movie,Romance,5.25,3.9389999999999996
netflix,Movie,Romance,6.35,3.69
disney,Movie,Drama,5.45,12.674000000000001
disney,Movie,Family,5.45,12.674000000000001
disney,Movie,TV Movie,5.45,12.674000000000001
disney,Movie,Comedy,5.45,12.674000000000001
hbo,Movie,Drama,7.05,13.567
hbo,Movie,Comedy,7.05,13.567
hbo,Movie,Science Fiction,7.05,13.567
hbo,Movie,Romance,7.05,13.567
amazon,Movie,Documentary,6.449999999999999,4.385
amazon,Movie,History,6.449999999999999,4.385
amazon,Movie,Music,6.449999999999999,4.385
netflix,Movie,Drama,6.449999999999999,1.8119999999999998
hbo,Movie,Drama,7.050000000000001,11.913
hulu,Movie,Horror,5.75,33.463
hbo,Movie,Horror,5.65,50.637
netflix,Movie,Horror,5.65,50.637
hulu,Movie,Horror,6.05,45.525
hulu,Movie,Horror,5.4,16.862000000000002
hulu,Movie,Thriller,5.4,16.862000000000002
netflix,Movie,Horror,5.4,16.862000000000002
netflix,Movie,Thriller,5.4,16.862000000000002
amazon,Movie,Drama,5.55,0.919
amazon,Movie,TV Movie,5.55,0.919
hbo,Movie,Documentary,6.699999999999999,0.987
netflix,Movie,Comedy,4.5,7.16
amazon,Movie,Animation,6.199999999999999,14.24
amazon,Movie,Comedy,6.199999999999999,14.24
amazon,Movie,Drama,6.199999999999999,14.24
hbo,Movie,Horror,7.1,25.671
hbo,Movie,Action,7.1,25.671
hbo,Movie,Thriller,7.1,25.671
hbo,Movie,Crime,7.1,25.671
netflix,Movie,Comedy,5.65,1.515
netflix,Movie,Documentary,7.35,2.5669999999999997
amazon,Movie,Science Fiction,4.65,2.303
amazon,Movie,Comedy,4.65,2.303
netflix,Movie,Action,6.35,45.81
netflix,Movie,Crime,6.35,45.81
netflix,Movie,Thriller,6.35,45.81
hulu,Movie,Comedy,5.5,8.197000000000001
hulu,Movie,Drama,5.5,8.197000000000001
hulu,Movie,Romance,5.5,8.197000000000001
hbo,Movie,Animation,7.5,19.81
hbo,Movie,Drama,7.5,19.81
amazon,Movie,Western,6.85,1.4
amazon,Movie,Western,5.65,0.753
disney,Movie,Animation,7.35,118.954
disney,Movie,Family,7.35,118.954
disney,Movie,Adventure,7.35,118.954
disney,Movie,Fantasy,7.35,118.954
disney,Movie,Family,7.1,155.32399999999998
disney,Movie,Animation,7.1,155.32399999999998
disney,Movie,Adventure,7.1,155.32399999999998
disney,Movie,Comedy,7.1,155.32399999999998
disney,Movie,Fantasy,7.1,155.32399999999998
disney,Movie,Animation,6.85,58.771
disney,Movie,Family,6.85,58.771
disney,Movie,Adventure,6.85,58.771
disney,Movie,Comedy,6.85,58.771
netflix,Movie,Drama,6.9,10.765
netflix,Movie,Drama,7.45,10.477
netflix,Movie,Drama,6.1,3.4130000000000003
netflix,Movie,Thriller,6.1,3.4130000000000003
amazon,Movie,Comedy,6.85,4.81
amazon,Movie,Drama,6.85,4.81
amazon,Movie,Romance,6.85,4.81
netflix,Movie,Comedy,6.85,4.81
netflix,Movie,Drama,6.85,4.81
netflix,Movie,Romance,6.85,4.81
amazon,Movie,Comedy,6.55,4.599
amazon,Movie,Drama,6.55,4.599
hbo,Movie,Drama,5.8,0.6
netflix,Movie,Drama,5.4,4.3580000000000005
netflix,Movie,Fantasy,5.4,4.3580000000000005
hbo,Movie,Drama,8.2,47.593
hbo,Movie,War,8.2,47.593
netflix,Movie,History,6.9,14.743
netflix,Movie,Drama,6.9,14.743
netflix,Movie,Family,6.9,14.743
netflix,Movie,Family,6.3,9.589
netflix,Movie,TV Movie,6.3,9.589
amazon,Movie,Comedy,4.85,3.13
disney,Movie,TV Movie,5.6,5.38
disney,Movie,Family,5.6,5.38
netflix,Movie,Action,5.25,14.887
netflix,Movie,Fantasy,5.25,14.887
netflix,Movie,Science Fiction,5.25,14.887
netflix,Movie,Comedy,5.45,10.849
disney,Movie,Animation,6.449999999999999,15.557
disney,Movie,Family,6.449999999999999,15.557
disney,Movie,Music,6.449999999999999,15.557
hulu,Movie,Comedy,5.9,9.208
hulu,Movie,Romance,5.9,9.208
netflix,Movie,Comedy,6.2,15.633
amazon,Movie,Drama,6.15,2.608
hbo,Movie,Drama,7.449999999999999,19.333
hbo,Movie,Horror,7.449999999999999,19.333
hbo,Movie,Thriller,7.449999999999999,19.333
netflix,Movie,Thriller,5.699999999999999,10.226
amazon,Movie,Action,4.6,0.966
amazon,Movie,Action,3.55,2.8139999999999996
amazon,Movie,Horror,3.45,2.427
amazon,Movie,Science Fiction,3.45,2.427
disney,Movie,Adventure,5.6,2.27
disney,Movie,Comedy,5.6,2.27
disney,Movie,Family,5.6,2.27
disney,Movie,TV Movie,5.6,2.27
disney,Movie,Family,5.25,22.939
disney,Movie,Fantasy,5.25,22.939
disney,Movie,Action,5.25,22.939
disney,Movie,Adventure,5.25,22.939
disney,Movie,Comedy,5.25,22.939
netflix,Movie,Family,5.25,22.939
netflix,Movie,Fantasy,5.25,22.939
netflix,Movie,Action,5.25,22.939
netflix,Movie,Adventure,5.25,22.939
netflix,Movie,Comedy,5.25,22.939
amazon,Movie,Comedy,6.4,5.084
amazon,Movie,Music,6.4,5.084
hulu,Movie,Science Fiction,5.699999999999999,41.903
hulu,Movie,Adventure,5.699999999999999,41.903
hulu,Movie,Action,5.699999999999999,41.903
hulu,Movie,Thriller,5.699999999999999,41.903
netflix,Movie,Adventure,7.6,9.226
netflix,Movie,Comedy,7.6,9.226
netflix,Movie,Science Fiction,7.6,9.226
netflix,Movie,Science Fiction,7.199999999999999,31.795
netflix,Movie,Action,7.199999999999999,31.795
netflix,Movie,Animation,7.199999999999999,31.795
netflix,Movie,Documentary,7.05,5.442
netflix,Movie,Music,7.05,5.442
netflix,Movie,Documentary,6.949999999999999,4.713
netflix,Movie,Music,6.85,16.073
netflix,Movie,Family,6.85,16.073
netflix,Movie,Animation,6.15,23.037
netflix,Movie,Science Fiction,6.15,23.037
netflix,Movie,Animation,5.75,34.289
netflix,Movie,Science Fiction,5.75,34.289
netflix,Movie,Action,5.75,34.289
netflix,Movie,Adventure,5.75,34.289
netflix,Movie,Fantasy,5.75,34.289
netflix,Movie,Drama,7.15,8.062000000000001
netflix,Movie,Action,7.15,8.062000000000001
netflix,Movie,Comedy,6.949999999999999,4.129
netflix,Movie,Drama,6.9,2.8569999999999998
netflix,Movie,Comedy,7.0,5.822
netflix,Movie,Comedy,6.75,5.715
netflix,Movie,Action,6.65,0.727
netflix,Movie,Drama,6.65,0.727
netflix,Movie,Thriller,6.65,0.727
netflix,Movie,Music,7.25,11.085999999999999
netflix,Movie,Documentary,7.25,11.085999999999999
netflix,Movie,Drama,6.55,9.321
netflix,Movie,History,6.55,9.321
amazon,Movie,Action,3.75,1.3030000000000002
hulu,Movie,Documentary,6.5,2.9789999999999996
amazon,Movie,Documentary,6.7,2.26
hbo,Movie,Action,5.15,13.308
hbo,Movie,Adventure,5.15,13.308
hbo,Movie,Horror,5.15,13.308
hbo,Movie,Science Fiction,5.15,13.308
netflix,Movie,Drama,6.699999999999999,0.86
netflix,Movie,Romance,6.699999999999999,0.86
amazon,Movie,Comedy,3.9,0.6
amazon,Movie,Comedy,3.6,0.6
amazon,Movie,Comedy,5.1,1.12
amazon,Movie,Comedy,3.2,0.6
amazon,Movie,Comedy,5.5,1.27
amazon,Movie,Comedy,2.25,0.6
amazon,Movie,Comedy,3.1,0.6
amazon,Movie,War,7.25,13.514000000000001
amazon,Movie,Drama,7.25,13.514000000000001
amazon,Movie,Adventure,7.25,13.514000000000001
amazon,Movie,History,7.25,13.514000000000001
hbo,Movie,Thriller,6.15,14.380999999999998
