type,title,country,date_added,release_year,rating,duration,listed_in,description,service
Movie,The Most Fun You Can Have Dying,,,2021,PG-13,97,"Drama,Romance","Michael steals the money raised for his cancer treatment to go on a trip to Europe, where he falls in love with an enigmatic French drifter.",amazon
Movie,The Heiress,,,2021,NC-17,83,Horror,Claire and Anna are devoted sisters who live together. Claire begins to see ghostly visions and is hospitalized but the specters were after Anna and her unborn child. They battle with a demon that has cursed the family for three generations.,amazon
Movie,The Funeral Home,,,2021,R,86,Horror,A dysfunctional family lives amongst coffins and mischievous supernatural entities that visit daily. They attribute the paranormal manifestations to their mortuary work. But there is a presence there that means them harm.,amazon
Movie,Tales of an American Hoodrat,,,2019,NC-17,99,"Comedy,Drama","A coming of age story that follows a group of millennial teenagers, as they live their days of adolescence by their own set of rules.",amazon
Movie,Strictly For The Streets Vol. 1,,,2021,NC-17,70,"Comedy,Drama,Romance","Shantel decides to leave Ivy League college in her senior year and attend an HBCU in Savannah, GA. What she quickly learns is that the HBCU lifestyle is a completely different world.",amazon
Movie,Sacrilege,,,2021,NC-17,83,Horror,"During the Summer solstice, four young women find themselves in the grips of a mysterious pagan cult. They are offered up as a sacrifice to the cult's enigmatic ancient goddess, who has the ability to sense their greatest fears.",amazon
Movie,Ruben Guthrie,,,2015,R,94,"Comedy,Drama",A party boy lifestyle with model fiancée collapses when he hits the bottom of his pool. Mum hits the panic button as his fiancée issues a final challenge. Ruben must battle the bottle and the city that won't let him.,amazon
Movie,Road to Damascus,,,2021,NC-17,99,"Drama,Thriller","When Shelly, a vulnerable trans woman, goes missing- her roommate, Francis, a depressive recovering alcoholic, must delve into his community's seedy underbelly and confront Shelly's nightmarish past in order to find her.",amazon
Movie,Reunion,,,2021,NR,95,Horror,A pregnant woman returns to her recently-deceased grandparents' family home to spend time with her estranged mother. What begins as a reunion turns terrifying.,amazon
TV Show,Qing Luo,,,2021,NC-17,1,"Drama,Romance","Yu Qing Luo gives birth to a son named Nan Nan. Seven years later, she becomes a renowned physician with unorthodox skills. She sets out to find Yang Xiu Cheng, Nan Nan's father. On her journey, she comes across a man named Ye Xiu Du, the prince of Feng Cang Kingdom. As Ye Xiu Du resembles Yang Xiu Cheng, Yu Qing Luo grew to resent him.",amazon
Movie,Perfect Strangers,,,2021,PG-13,99,"Drama,Romance,Thriller",After Melanie goes home from the pub with a handsome stranger (Sam Neill) she realizes she's been kidnapped.,amazon
Movie,Pazhagiya Naatkal,,,2021,PG-13,120,Romance,"The story revolves teen romance between students, which is dismissed as infatuation by their respective parents. Then, in a turn of events, the girl achieves her dream of becoming a doctor. The boy was a loser. They are meeting again after many years. The boy turned his failure into success without knowing that the same girl helped him to achieve in his career.",amazon
Movie,New York,"India,United States",,2009,PG-13,151,"International,Thriller","NEW YORK is a contemporary story of 3 young friends (John Abraham, Katrina Kaif and Neil Nitin Mukesh) set against the larger than life backdrop of NYC, whose beautiful lives are turned upside down by the larger event of 9/11. Enter Agent Roshan (Irrfan), a FBI undercover agent who sets the ball rolling for a set of events that turn the lives of these friends into a thrilling roller coaster ride.",amazon
Movie,Mala Aai Vhhaychy,,,2011,G,129,Drama,"Mary (Stacy Lee) visits India looking for a surrogate mother. She finds Yashoda (Urmila Kanetkar) to bear her child, but gets disappointed on learning about the child's deformity. Will Mary accept the child?",amazon
Movie,Lake of the Woods,,,2007,R,94,"Drama,Thriller","After his wife dumps him, a failed author rents a mountain in an attempt to write a new book. But he gets involved with a local woman whose angry trucker boyfriend blackmails and menaces the fragile wordsmith.",amazon
Movie,Konga TNT,,,2021,PG-13,73,Science Fiction,"After becoming injected with a formula derived from an alien ship, a lab gorilla escapes from his containment and befriends two young boys. The alien formula causes the gorilla to grow to gargantuan size and rampage throughout the city and the boys must find a way to save their simian friend before the army takes him down.",amazon
Movie,Khokababu,,,2012,PG-13,158,Comedy,"The story of a aimless younger, who fall in love with Don's sister. There is an underworld Don named Shankar Das who lives in Kolkata along with his sister Pooja. Dev joins his organization as an accountant where he gets to know about Puja. They fall deeply in love and the rest of the story evolves around how the hero plays some mind games to win her heart .",amazon
Movie,Jean of the Joneses,,,2016,R,86,"Comedy,Drama,Romance","Chaos ensues after the estranged patriarch of the Jones family dies on their doorstep. When the paramedic who answers their 911 call tried to win over acerbic Jean Jones, his attempts are disrupted by old conflicts that come to a boil at the funeral.",amazon
Movie,"It's All Gone, Pete Tong",,,2005,NC-17,88,"Comedy,Drama",A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.,amazon
TV Show,Horseland Season 1,,"June 15, 2021",2008,PG,1,"Animation,Kids",It's a galloping good time as five friends and their amazing horses ride together through the ups and downs of being a kid in the incredible stable known as Horseland.,amazon
Movie,Hawk & Rev: Vampire Slayers,,,2021,NC-17,85,"Comedy,Horror","HAWK doesn't just dream about killing vampires... He eats, sleeps and breaths it! One night, they appear at his work and of course no one believes him, except his friend REV a dimwitted vegan-pacifist. Together they join forces to save their hometown!",amazon
TV Show,Grossology,,,2008,PG,1,"Animation,Kids","Abby & Ty Archer work for the government's Grossology department, solving crimes that are simply too gross for adults.",amazon
TV Show,Entitled,,,2019,R,1,"Comedy,Drama","After the sudden death of a pessimistic father, his three unhinged children are left an inheritance far beyond their expected means, as they begin to uncover the secrecy of their father's double life.",amazon
TV Show,Douluo Continent,,,2021,PG-13,1,"Action,Romance,Science Fiction","It tells the story of Tang San who overcomes many difficulties to protect his loved ones, bring honor to his sect, help his country and become the strongest and bravest soul master. Having lost his mother, Tang San and his father depended on each other to survive. Because he had to bear heavy burdens since childhood, Tang San grew up meticulous and mature for his age.",amazon
TV Show,Detective McLean,,,2015,R,1,Drama,"Allison McLean is a tough and experienced detective, mother and wife in Seattle. When she and her partner must arrest her brother for aggravated assault, her world drastically changes as he's convicted and sent to prison, leaving his two teenagers on the brink of foster care. Ultimately, she takes them into her home, ending up with four teenagers to raise as well as her job solving crimes.",amazon
TV Show,Decisions,,,2021,NC-17,1,Drama,Decisions is a two part mini-series that follows the life of King Parker and his wife Nichole as they struggle to break into the Atlanta music scene. Soon they'll realize that there is a thin line between reaching the top and losing everything.,amazon
TV Show,Da Kink In My Hair,,,2009,PG-13,2,Comedy,"Novelette's personal life picks up where it left off in season one - complicated! She is romantically involved with Richard, but his ex-wife and family get in the way. Making matters worse, Dre's father, Cedric, re-enters her life. As Novelette tries to untangle the webs in her personal life, she still has a shop to run and a family to look over.",amazon
TV Show,Critical,,,2015,NC-17,1,Drama,"Set in a gleaming new Major Trauma Centre that only deals with only the most serious cases, Critical is an emotional roller-coaster ride as an emergency medical team battles through the vital first hour of care to save lives that hang in the balance.",amazon
Movie,Be Dune Saade Chaar,India,,2009,G,132,Comedy,"Anant Kitturkar (Mohan Joshi) has actually achieved the extraordinary feat of marrying two women - Manorama (Vandana Gupte) and Anjali (Mugdha Shah) - who are unaware of each other's existence. Lies, deceit and fake identities have made Anant confident that this secret will go with him to his grave. But there's something else in store for him. And now it's pay-off time.",amazon
Movie,Back to Gaya,,,2021,G,88,"Action,Animation,Kids","When a group of cartoon characters realize they are just part of an animated TV show, they escape from the mythical land of Gaya into the real world where they come face-to-face with their creator. From the writers of A BUG'S LIFE.",amazon
Movie,All the Little Animals,,,1999,R,112,"Action,Drama,Thriller",Bobby (Christian Bale) runs away from home to escape his violent stepfather. He's taken in by a reclusive older man (John Hurt) until the two of them must confront Bobby's stepfather. Christian Bale is a standout in this dark moral fable.,amazon
Movie,After the Reign,,,2021,NC-17,86,Comedy,"Professional internet troll, Benito Cruz, attempts to pull off his greatest scheme yet, transforming into hardcore rapper 'Lil Tito.' But he soon finds out that the rap game is even more unpredictable than he expected... Will he survive?",amazon
TV Show,Adventures of Paddingon Bear,,"June 15, 2021",1998,G,2,"Animation,Kids","Paddington Bear doesn't go looking for adventure. It just seems to find him. And when it does, there's no telling what will happen. One thing is for sure - wherever Paddington Bear goes, there's chaos, a bit of panic and lots of laughs.",amazon
Movie,Aalas Motaapa Ghabraahat,India,,2021,R,52,Comedy,"Karunesh Talwar is his usual annoyed self in his second stand up special. The whole show is about the relationships he shares with his parents & girlfriend, an attempt at self-awareness & the fact that we’re all just modified versions of our parents. Written during the Covid lockdown and workshopped on Zoom shows, this special is different from any hour of comedy he’s come up with before.",amazon
Movie,A I 1.O,,,2021,NC-17,116,Drama,"Aman, an app developer broke up with his wife Heena. To fill his empty life he met with an AI friend Jessica. She helps him understand the value of love by a series of criminal events, and finally to get his wife back.",amazon
Movie,Wheels on the Bus and More Kids Songs,,,2019,G,53,"Arts/Entertainment/Culture,Kids","Ride the Bus with Bounce Patrol! 50 minutes of some of Bounce Patrol's best songs from our takes on classic nursery rhymes (""Wheels on the Bus"", ""Mary Had a Little Lamb"") to our grooviest originals (""Do The Funky Robot"", ""Little Sharks"")!",amazon
Movie,Tula Shikwin Changlach Dhada,India,,2007,G,152,Comedy,A struggling actor (Sanjay Narvekar) falls in love with a woman (Rujuta Dehmukh) and marries her without realizing that her uncle (Mohan Joshi) is the director who had rejected him. He then comes up with a plan to teach him a lesson.,amazon
Movie,The Patron Saint Of Liars,,,1998,PG-13,92,Drama,"A woman runs away from her husband when she discovers she is pregnant, going to a Catholic school for girls, where she meets and marries another man, who raises the child as his own. Meanwhile, the first husband spends 15 years searching for his wife.",amazon
Movie,The Fabulous Joe - In Cinecolor! A Talking Dog Comedy,,,1947,PG-13,59,"Action,Comedy,Drama","The story involves a henpecked man who gains courage from a drink called a ""Mystery Gardenia"" and thereafter has conversations with a talking dog named Fabulous Joe. The dog (which he had inherited) gets him into all kinds of trouble in this screwball comedy filmed in color. It's similar to the ""Francis The Talking Mule"" movies & ""Mister Ed"" TV series, except it is a dog who has the gift of gab.",amazon
TV Show,SeriesXXXXXX QA Test Series US,,,2015,G,1,"Action,Comedy,Drama",Season1XXXXXX QA Test Season 1 US Summary400,amazon
Movie,Randolph Scott & Robert Mitchum in Gung Ho! - A WWII Marine Classic,,,1943,PG-13,87,"Action,Drama","7 weeks after Pearl Harbor, volunteers form the new 2nd Marine Raider Battalion, whose purpose is to raid Japanese-held islands. Men selected come from varied walks of life but have toughness in common. Under command of Randolph Scott, they're trained in all imaginable forms of combat. There first mission: annihilate the much larger Japanese garrison on Makin Island, in a lengthy battle sequence.",amazon
Movie,Nee Needala,,,2021,R,117,"Drama,Horror","In a village called Tyajampudi there will be a serial killings one by one in the sameway, and who was killed they are all friends, why they being killed and what's the actual story starts with a horror incidents.",amazon
Movie,Narbachi Wadi,,,2013,PG-13,119,"Comedy,Drama","A village landlord desires to retrieve a grove given by his father, to Narba's father for saving his life. Will Narba be successful in salvaging his father's inherited grove from the cruel landlord? What happens next? Does Narba take the poison? Does he end his life? Or as usual he becomes successful to defeat the biggest tyrant called 'The death'?",amazon
Movie,Meera Mathur,,,2021,NC-17,91,Drama,"This Is The Story Of Woman Named As Meera Mathur, Who Is Suffering From Domestic Violence, How Do These Woman Fight To Save Their Love And Self- Esteem",amazon
Movie,Kopy Kings,,,2016,NC-17,94,"Arthouse,Comedy",The misfits who work at a 24-hour copy center in Austin have their lives disrupted with a new hire - just as the owner blows into town with bad news: he is selling out to corporate America.,amazon
Movie,Karuppankaatu Valasu,,,2020,PG-13,110,"Action,Comedy,Drama","A young woman, who is the daughter of the chieftain, tries to modernise her village. However, when a string of murders follows, her efforts are thwarted.",amazon
Movie,"Hangmen Also Die - WWII Suspense Classic, Produced & Directed By Fritz Lang, Uncut!",,,1943,PG-13,134,"Action,Drama,Thriller","Based on a true story. After the Nazi administrator of Czechoslovakia Reinhard Heydrich is shot, (best known to the Czechs as ""The Hangman"" because of his excessive brutality) his assassin tries to elude the Gestapo and struggles with his impulse to give himself up as hostages are executed one by one. Many movie veterans are in this film, and the intensity builds up to an immense pitch!",amazon
Movie,Gaiir,,,2009,G,148,Thriller,"A pretty young girl (Amruta Khanvilkar) marries the most eligible bachelor (Sandeep Kulkarni) in town, but her happiness is short lived when a number of strange unexplained incidences with her husband (or is it a duplicate?) starts making life a living hell. As the web of duplicity gets murkier, no one is above suspicion.",amazon
Movie,"Fiesta - 1941 Color Musical Comedy w/ Jorge Negrete, Anne Ayars",,,1941,PG-13,44,"Arts/Entertainment/Culture,Comedy,Drama","Cholita (Anne Ayars), after an absence in Mexico City, is returning home to take up her duties as head of the rancho & everyone expects her to marry her childhood sweetheart José (George Negrete). Expectations are somewhat dashed as she shows up with Fernando (George Givot), her fiancé! This makes José & Cholita's uncle (Antonio Moreno) the head of the town, very upset. Songs & Dances galore!",amazon
Movie,Fatal Fury,,,1992,PG-13,100,"Action,Drama","Jeff Bogard was a master of the Hakkyokuseiken martial arts school and the guardian of its secret techniques. Coveting this knowledge, Geese Howard, the most powerful man in South Town, challenged and murdered him in front of his adoptive sons Terry and Andy Bogard.",amazon
Movie,Fanboys,,,2021,PG-13,90,"Action,Drama","A group of Star Wars fans travel to Skywalker Ranch to steal a copy of ""The Phantom Menace,"" so that their terminally ill friend can see it before its release in theaters several months down the line.",amazon
Movie,"Ed Wood's ""The Violent Years"" - An Exploitation Schlock Classic",,,1956,PG-13,57,"Comedy,Drama,Thriller","A daughter suffers from neglect by her rich parents. She & her friends turn to crime by dressing up like guys, holding up gas stations, raping young men at gunpoint, & having makeout parties when her parents are away. Their ""fence"" gets them to trash the school on request of sinister un-American clients, & they run afoul of the law, apple pie, & God himself. A J.D. extravaganza written by Ed Wood!",amazon
Movie,Death by a Thousand Cuts,,,2019,R,74,Documentary,"In Death by a Thousand Cuts, the murder investigation of a Dominican park ranger by a Haitian charcoal producer reveals the complex, growing conflict between the Dominican Republic and Haiti in the battle for natural resources.",amazon
Movie,Coming For The King,,,2021,NC-17,66,Drama,Coming for the King is a fictional account of the events and the people that surrounded Martin Luther King Jr. from early 1963 until his untimely demise in the Spring of 1968.,amazon
Movie,"Cisco Kid in - ""Wedding Blackmail"" & ""False Marriage""",,,1950,PG-13,53,"Action,Comedy,Western","Wedding Blackmail: Cisco and Pancho try to help a young bank teller, whose marriage to the bank president's daughter is endangered by two gunmen who are blackmailing him about a secret from his past. False Marriage: Jasper asks his friend Cisco to help stop the marriage between his niece and the notorious outlaw, Duke Ralston.",amazon
Movie,"Cisco Kid in - ""Phoney Sheriff"" & ""Lynching Story""",,,1950,PG-13,53,"Action,Comedy,Western","Phoney Sheriff: Cisco & Pancho are tricked by a cattle buyer, who used a fake sheriff & deputies to get them to turn over a friend's cattle. They set out after the swindler to get the cattle back. Lynching Story: When a bank president is murdered, people accuse the man's future son-in-law, & a lynching party is formed. Cisco and Pancho must find the real killer before an innocent man hangs.",amazon
Movie,Assamiyin America Payanam,,,2021,PG-13,124,Comedy,A young priest fools his guru into taking him along on a group tour to the US in order to go after the love of his life.,amazon
Movie,A Friendship,,,2021,PG-13,84,"Arthouse,Drama",A middle-aged man trapped in frustration and loneliness in Toronto comes across a lady when they help each other to get back to their lives from thousands of miles apart.,amazon
Movie,Morphle - Underwater Kids Cartoons and More Magical Stories,,,2020,G,23,"Animation,Kids","Morphle can morph into anything his human companion Mila wants. From dinosaurs to cars, and animals like cats, dogs and lions! Your kids will love this fun, and educational videos for kids! They will learn colors, shapes, numbers, the alphabet, and more! Sing along to some of the classic nursery rhymes, original songs or watch these educational cartoons that your kids will surely enjoy!",amazon
Movie,Little Baby Bus - Superhero Red Bus & More Kids Cartoons,,,2020,G,30,Kids,"Little Baby Bus is an animated online educational kids series brought to you by the creators of Little Baby Bum. The adventures of the little red bus encourages learning, creativity and fun! Learn colors, shapes and numbers with of our well-loved characters!",amazon
Movie,Little Baby Bum - Wheels on the Bus & More Vehicle Songs for Kids,,,2020,G,31,Kids,"Little Baby Bum is a fun, educational children's nursery rhyme channel watched globally by kids. Learn colors, shapes, numbers with some of our most well-loved characters! Sing along to some of the most classic vehicle-themed nursery rhymes such as 'Wheels on the Bus', 'Carwash Song', 'Vehicle Sounds Song', and more!",amazon
Movie,IVÁN MARÍN: WHY THE HELL?,,,2020,R,70,Comedy,"Why the hell do people talk to plants? Why is God usually bothered? Why do porn actresses not take their heels off? These and many other questions try to get answered in a monologue in which Ivan presents a detailed repertoire without feelings involved, it exposes insufferable professionals and establishes enigmas that no one else has revealed.",amazon
TV Show,Water Helps The Blood Run,,,2020,PG-13,1,"Comedy,Drama,Kids","Five orphan girls from diverse backgrounds, carrying their own personal ""baggage"", must learn how to become a family with their newly adopted ""Parent"", whose own personal ""baggage"" makes needing these girls more important than life itself.",amazon
Movie,"Van Johnson in Go For Broke - A War Film Classic, Uncut & Restored",,,1951,PG-13,91,"Action,Drama","During World War II, Lt. Michael Grayson (Van Johnson) is a newly commissioned Army officer who is put in charge of Japanese-American soldiers, who form the 442nd Regimental Combat Team. Grayson is bigoted and uneasy about the assignment, but when the unit goes into combat in Italy, he admires their courage and determination. The 442nd eventually becomes the most decorated unit in the U.S. Army.",amazon
Movie,Ungli,India,,2014,PG-13,114,"Comedy,Drama,Thriller","Fed up with the corruption that was prevalent in the government entities, four ordinary friends band together to form the Ungli gang, aiming to cleanse Mumbai of crime. Consisting of Kalim(Angad Bedi), Gautam(Neil Bhoopalam), Maya(Kangana Ranaut) and Abhay(Randeep Hooda), they target people in the criminal regime and enforce their brand of justice on them, always staying a step ahead of police.",amazon
Movie,Unforgivable,,,1996,PG-13,88,Drama,"Paul Hegstrom is a so-called family man who puts his wife through domestic violence and his children through emotional torture. After leaving his family and almost killing his new girlfriend in one of his rages, Paul is ordered to either seek professional help through an innovative therapy program or go to jail.",amazon
Movie,True,,,2021,PG-13,90,"Romance,Thriller","The mysterious circumstances around the death of the lead character, Vignesh's ( Harish Vinay) father, leads him down a path filled with unexpected twists and turns. Nothing is as it seems, but will the truth finally set him free",amazon
Movie,Timepass love antey,,,2021,NC-17,102,"Drama,Romance","A Story of a man who search's for true love and caring like mother's love. In finding a true love he was cheated by girls, And all this things push him into a depression. What happened to him, did he got the love which he was awaited",amazon
Movie,The Rising Voices Story,,,2021,R,16,Documentary,"Through sacrifice, deferred dreams, and the support of their families and communities, ten BIPOC filmmakers commit themselves to the work of storytelling.",amazon
Movie,The Parish,,,2021,R,82,"Horror,Thriller","Haunted by the death of her husband, Liz moves with her daughter to a small town. The real nightmares begin when they stumble upon a long-buried scandal and a blood thirsty nun who will stop at nothing to protect the deadly secrets of The Parish.",amazon
Movie,The Hike,,,2021,NC-17,92,"Action,Horror","Vinnie and Robin embark on a much-anticipated hike. Seemingly isolated from the rest of the world, they soon find disturbing signs they are not alone and must push themselves past their limits to escape the woods, avoiding dangers that are both seen and unseen. Based on true events and one of the oldest Native American legends of the Great Smoky Mountains, Spearfinger, will they survive the hike?",amazon
Movie,The green force,,,2021,G,107,Action,"The story is about one unofficial anti-terrorist Force name ""green force"" which is operated by ex-Army colonel chief. He appointed the suspended Court marshaled honest officer as an agent of Green force This force formed to fight against the enemies of Our country india and also of humanity All agents Are ready to died for the nation This is a fully Patriot emotional suspense thriller action movie",amazon
Movie,The Cookie Project,,,2015,NC-17,87,"Comedy,Drama","Seven deadly sins ... brought to life via seven ordinary cookie deliveries. Funny, sad, sexy and dramatic, Leo the cookie guy has memorable encounters in what just might be his last day at work.",amazon
Movie,The Book of Job,,,2021,PG-13,91,"Comedy,Drama","One Sunday mass, Job Dugan falls madly in love with the new girl at school, but quickly discovers that she's already dating the captain of the football team. Job decides to mimic her boyfriend to try and win her over.",amazon
Movie,Tehreer,,,2021,PG-13,22,Drama,"A retired judge is penning down his memoirs in seclusion. The arrival of a letter from Central Jail, his last verdict plays on his mind and the door bell rings.",amazon
Movie,Sucker Punch,,,2011,R,91,Action,"After a lost fight, a fighter wants back in the ring, seeking revenge on the fighter who knocked him out. When he comes toe to toe with him, he'll make sure his fists do the talking.",amazon
TV Show,Starting Up,,,2021,R,1,Drama,"Starting Up is a coming of age drama about a 22-year-old music graduate who returns from the US, and struggles to launch his label in India. The show follows him and his friends and family as each of them go through their personal struggles.",amazon
Movie,Soñadora: A Rising Voices Film,,,2021,PG-13,13,"Drama,Science Fiction",A young Caribbean immigrant mother struggling to make ends meet at her fabric factory job finds a release through her abandoned dream of dance.,amazon
Movie,Sol Invictus,,,2021,PG-13,83,"Action,Drama,Science Fiction",A group of young adults are stranded on a hostile alien planet and must survive long enough to be rescued.,amazon
Movie,Soft Sounds of Peeling Fruit: A Rising Voices Film,,,2021,PG-13,14,Drama,A coming of age story of a rebellious Korean American teenager named Hayoung who discovers the complexities of her mother's love.,amazon
Movie,Shoebox: A Rising Voices Film,,,2021,PG-13,15,Drama,"After sweeping hair at a local barbershop, a 12-year-old boy uses his first payment to honor his late mother.",amazon
Movie,Sherni,,,2021,G,131,Drama,"A jaded forest officer (Vidya Balan) leads a team of trackers and locals intending to capture an unsettled tigress, while battling intense obstacles and pressures, both natural and man-made.",amazon
Movie,Sharing the Secret,United States,,2000,R,90,"Drama,Young Adult Audience","Troubled by her parents' recent divorce, Beth Moss turns to bulimia in order to gain control over one aspect of her life. As she increases the frequency of her purges, her health deteriorates and her compulsions severely worry her friends and family, who only wish for her to recover.",amazon
Movie,Shaandaar,India,,2015,PG-13,143,"Comedy,Drama,Romance","A young wedding planner, Jagjinder Joginder (Shahid Kapoor), brings together Bipin Arora's flawed family in the backdrop of a destination wedding in London for his eldest daughter, while both the families try to save their empires. Will the Shaandar wedding succeed and also help the families save their dignifies empires.",amazon
TV Show,Sergio Ramos,Spain,"June 18, 2021",2021,R,2,"Sports,Unscripted","Legends define themselves for who they have been, but also for who they are and who they will be. We are going to relive the great sporting milestones of a unique career, as we accompany Sergio in one of the strangest, most complicated seasons in soccer history. An opportunity to meet the legend, but also the person behind it, who’s already beginning to imagine life after soccer.",amazon
TV Show,September Mornings,,,2021,PG-13,1,Drama,The life of a trans woman who has just gained her independence takes an unexpected turn when an unknown son she had with a woman ten years ago shows up out of the blue.,amazon
TV Show,Sandra The Fairy Tale Detective,,,2007,G,1,"Action,Animation,Kids","A series full of magic, mystery, adventure and a great deal of humor. What happens when someone steals Cinderella's glass slipper? Or if the Prince kisses Sleeping Beauty but she doesn't wake up? What's to be done when Snow White's evil Stepmother's mirror mysteriously goes missing?...When something like that happens, Sandra, the Fairytale Detective, swings into action",amazon
Movie,Razor Sharpe,,,2001,NC-17,97,"Action,Drama","Justin, a struggling actor looking for his big break into Hollywood accepts a ""role"" as a martial arts action star, but the part deceivingly turns out to be an actual murder/robbery.",amazon
Movie,Race Against Time: The Search for Sarah,,,1996,PG-13,86,"Drama,Thriller","The true story of the disappearance of Sarah Porter. With no help from the police, Sarah's parents are forced to act on their own to find her. They must battle the bureaucracy of the police department while they search all over town for clues to Sarah's whereabouts. When the crucial clue is discovered, Sarah's father confronts her kidnapper at gunpoint.",amazon
Movie,Private Property - A Psycho-Sexual Thrill Ride,,,1960,R,79,"Action,Drama,Thriller","Boots (Warren Oates} & Duke (Corey Allen), two young thugs, hold up a California gas-station. Duke, viral & savage, taunts the slower & psychologically-confused Boots because he never made a sexual conquest. Duke offers to seduce a woman for Boots & they force a passing motorist to pursue a car driven by Ann Carlyle (Kate Manx), the lustful wife of an executive who has some desires of her own.",amazon
Movie,Pororo Musical - Pororo Bugs Adventure,,,2021,G,20,"Animation,Kids","One sunny day, Pororo played hide and seek with his new friend Bomi. Suddenly, they saw a strange light and turned small like bugs! After that, they met a honey bee 'Haney' who wants to become a singer. Haney is so bad at singing but she feels so happy while singing. Will Haney become a singer? Can Pororo and Bomi finish their adventure and successfully come back to home?",amazon
Movie,Pororo Movie - Pororo vs Shark,,,2020,G,20,"Animation,Kids","Pororo and friends decided to travel in the sea, which is full of various fish friends, pretty corals and seaweeds! Besides, there's a coral playground ! Fish friends told us not to go to coral playground, but Crong and I wanted to sneak in. But...what we met there was the horrible shark! Aah! Wait! I think the shark is hiding something. What is the secret story that the sharks want to tell us?",amazon
Movie,Pororo Movie - Pororo & Loopy's Adventure,,,2020,G,22,"Animation,Kids","Oh, no!! Pororo's friends are taken by the Giant!! However, Pororo and Loopy continue fighting because they are so different! Can Pororo and Loopy finish their adventure and successfully save their friends?",amazon
Movie,Philadelphia (4K UHD),,,1993,R,126,Drama,Emotional powerhouse stars Tom Hanks and Denzel Washington as competing lawyers who sue a prestigious law firm for AIDS discrimination.,amazon
Movie,Only The Moon Stands Still: A Rising Voices Film,,,2021,PG-13,23,Drama,"The sun rises and sets. The stars dance, and fade away. Only the moon stands still.",amazon
TV Show,Lucky Fred,,,2009,G,1,"Action,Animation,Kids","Lucky Fred is a comedy featuring Fred, his extraordinary shape-shifting robot and his neighbour Braianna, who is really Secret Agent Brains. Together they will save the world and have a lot of fun along the way.",amazon
Movie,LOL,United States,,2012,PG-13,97,"Comedy,Drama","Anne (Demi Moore) deals with life as a working mother and raising her teen, Lola, (Miley Cyrus) who seems to be growing up faster than expected.",amazon
Movie,La Chica del Lago,,,2018,NC-17,70,"Drama,Science Fiction","Legend has it that on July 7, each 100 years in ""enchanted lake"", a mysterious girl will test her charms to help the people of good heart and punish people corrupt.",amazon
Movie,Kuch Kuch Hota Hai,India,,1998,G,185,"Comedy,Drama,Music Videos and Concerts","'Kuch Kuch Hota Hai' is a Bollywood blockbuster of all times, a coming-of-age rom-com involving two love triangles set in different phases of life. Two best friends Anjali and Rahul are set apart, when a new girl named, Tina, enters Rahul's life. Years later, deceased Tina's daughter takes it upon herself to reunite the estranged lovers. But, Anjali is engaged to Aman. Who will Anjali choose now?",amazon
Movie,Killer Concept,,,2021,R,81,"Horror,Thriller","Three creatives team up to write a screenplay chronicling a string of murders in their town, but one of the three may be closer to the story than the others realize.",amazon
Movie,KiiYii - Johny Johny Yes Papa & More Nursery Rhymes for Kids,,,2020,G,26,Kids,"A new collection of colorful and wonderfully engaging nursery rhymes and children's songs that will thrill your child while educating them in their numbers, ABCs and general learning! From the creators of LittleBabyBum, KiiYii allows the child's imagination to go further!",amazon
Movie,Khichadi,,,1985,G,136,"Comedy,Drama","Dadasaheb Jagdale a rich businessman & his wife just have memories of their son Jaggu who left the house in childhood. His younger brother Raghu has spoiled the peace of the family by making his other sons follow wrong ways. Jaggu is now a big businessman, but is hiding his identity fearing Raghu will try to kill him. Jaggu decides to make things right in the family with help of his lover Shanta.",amazon
Movie,Kapoor & Sons,,,2016,PG-13,138,"Comedy,International","Amarjeet Kapoor's (Rishi Kapoor) dying wish is that his children and grandchildren take a family picture together and have it titled as, 'Kapoor and Sons- since 1921'. What seems to be an easy task turns out much harder than expected when one secret after another about each family member is revealed. Watch to find out if this dysfunctional family can carry out an old man's dying wish.",amazon
Movie,Kabhi Khushi Kabhie Gham,India,,2001,G,209,"Drama,Romance","Yashvardhan Raichand is a snobbish man, he breaks ties with his elder son Rahul, for marrying a girl with lower social status. When his younger son Rohan returns home, he is upset to know that his brother no longer lives with them. Rohan decides to reunite his family and goes to London and finds Rahul. But, the question is will he be successful in convincing his egoistic father for a reunion?",amazon
Movie,Kabhi Alvida Naa Kehna,India,,2006,PG-13,192,Romance,"The movie sheds light on two suffocating marriages which depart lives and drift them towards an extramarital affair outside to fill the gap. Starring Shahrukh Khan, Abhishek, Preity and Rani in a romantic drama depicting true lives bounded in a relationship which has released its warmth over a period. Will these four be able to find their way out of their marriages or will accept their fate?",amazon
Movie,Kaathadi,,,2021,PG-13,86,"Drama,Kids,Special Interest","Prem and Priya as Siblings in a Nuclear family fall prey to the perils of inadvertent use of social media. Parents are lost in their world and have a different outlook regarding the upbringing of their children. The siblings now have to come to terms with life and thankfully they have their grandfather, who pays a visit to their family in the city.",amazon
